Column,  (Number) from top,"Year, Vintage, or NV",Name,Type
51.0,11,1998,La Fleur de Jague - Saint Emilion,B
51.0,12,1998,La Fleur de Jague - Saint Emilion,B
51.0,13,1998,La Fleur de Jague - Saint Emilion,B
51.0,14,1998,La Fleur de Jague - Saint Emilion,B
,,,,
51.0,15,1986,Gruaud Larose - Saint Julien,B
51.0,16,1986,Gruaud Larose - Saint Julien,B
51.0,17,1986,Gruaud Larose - Saint Julien,B
51.0,18,1985,Gruaud Larose - Saint Julien,B
51.0,19,,,
51.0,20,2000,Prieure-Lichine - Margaux ,B
51.0,21,2000,Prieure-Lichine - Margaux ,B
51.0,22,2000,Prieure-Lichine - Margaux ,B
51.0,23,2000,Prieure-Lichine - Margaux ,B
51.0,24,2000,Prieure-Lichine - Margaux ,B
51.0,25,2000,Prieure-Lichine - Margaux ,B
,,,,
,,,,
,,Column 52,,
,,,,
,No,,,
52.0,1,,,
52.0,2,,,
52.0,3,,,
52.0,4,,,
52.0,5,,,
52.0,6,,,
52.0,7,1987,Clos Pegase Artist's Hommage,BL
52.0,8,1987,Clos Pegase Artist's Hommage,BL
52.0,9,1987,Clos Pegase Artist's Hommage,BL
52.0,10,1987,Clos Pegase Artist's Hommage,BL
52.0,11,1988,Meyney Cru Bourgeois - Saint Estephe,B
52.0,12,1988,Haut-Bailly Pessac-Leognan,B
52.0,13,1988,Haut-Bailly Pessac-Leognan,B
52.0,14,1988,Haut-Bailly Pessac-Leognan,B
,,,,
52.0,15,1986,Lafite Rothschild - Pauillac,B
52.0,16,1986,Lafite Rothschild - Pauillac,B
52.0,17,1988,Haut-Bailly Pessac-Leognan,B
52.0,18,1988,Haut-Bailly Pessac-Leognan,B
52.0,19,1988,Haut-Bailly Pessac-Leognan,B
52.0,20,1988,Haut-Bailly Pessac-Leognan,B
52.0,21,1988,Haut-Bailly Pessac-Leognan,B
52.0,22,1988,Haut-Bailly Pessac-Leognan,B
52.0,23,1988,Haut-Bailly Pessac-Leognan,B
52.0,24,1986,Meyney Cru Bourgeois - Saint Estephe,B
52.0,25,,,
,,,,
,,,,
,,Column 53,,
,,,,
,No,,,
53.0,1,,,
53.0,2,,,
53.0,3,,,
53.0,4,,,
53.0,5,,,
53.0,6,,,
53.0,7,,,
53.0,8,1995,Meyney Cru Bourgeois - Saint Estephe,B
53.0,9,1995,Meyney Cru Bourgeois - Saint Estephe,B
53.0,10,1995,Meyney Cru Bourgeois - Saint Estephe,B
53.0,11,1995,Meyney Cru Bourgeois - Saint Estephe,B
53.0,12,1995,Meyney Cru Bourgeois - Saint Estephe,B
53.0,13,1995,Meyney Cru Bourgeois - Saint Estephe,B
53.0,14,2000,Berliquet Grand Cru - Saint Emilion,B
,,,,
53.0,15,2000,Berliquet Grand Cru - Saint Emilion,B
53.0,16,,,
53.0,17,,,
53.0,18,2000,Berliquet Grand Cru - Saint Emilion,B
53.0,19,2000,Berliquet Grand Cru - Saint Emilion,B
53.0,20,2000,Berliquet Grand Cru - Saint Emilion,B
53.0,21,2000,Berliquet Grand Cru - Saint Emilion,B
53.0,22,2000,Berliquet Grand Cru - Saint Emilion,B
53.0,23,2000,Berliquet Grand Cru - Saint Emilion,B
53.0,24,2000,Berliquet Grand Cru - Saint Emilion,B
53.0,25,2000,Berliquet Grand Cru - Saint Emilion,B
,,,,
,,,,
,,Column 54,,
,,,,
,No,,,z
54.0,1,,,
54.0,2,,,
54.0,3,1998,Leoville Barton - Saint Julien,B
54.0,4,1998,Leoville Barton - Saint Julien,B
54.0,5,1998,Leoville Barton - Saint Julien,B
54.0,6,1998,Leoville Barton - Saint Julien,B
54.0,7,1998,Leoville Barton - Saint Julien,B
54.0,8,1998,Leoville Barton - Saint Julien,B
54.0,9,1998,Leoville Barton - Saint Julien,B
54.0,10,1998,Leoville Barton - Saint Julien,B
54.0,11,1998,Leoville Barton - Saint Julien,B
54.0,12,1998,Leoville Barton - Saint Julien,B
54.0,13,,,
54.0,14,1981,La Mission Haut-Brion - Graves,B
,,,,
54.0,15,1994,La Mission - Pessac-Leognan,B
54.0,16,1994,La Mission - Pessac-Leognan,B
54.0,17,1994,La Mission - Pessac-Leognan,B
54.0,18,1994,La Mission - Pessac-Leognan,B
54.0,19,1994,La Mission - Pessac-Leognan,B
54.0,20,,,
54.0,21,,,
54.0,22,,,
54.0,23,,,
54.0,24,,,
54.0,25,,,
,,,,
,,,,
,,Column 55,,
,,,,
,No,,,
55.0,1,,,
55.0,2,,,
55.0,3,,,
55.0,4,,,
55.0,5,,,
55.0,6,,,
55.0,7,2012,A. Rafanelli,Z
55.0,8,2012,A. Rafanelli,Z
55.0,9,2012,A. Rafanelli,Z
55.0,10,2012,A. Rafanelli,Z
55.0,11,2012,A. Rafanelli,Z
55.0,12,2012,A. Rafanelli,Z
55.0,13,2012,A. Rafanelli,Z
55.0,14,2012,A. Rafanelli,Z
,,,,
55.0,15,1982,Talbot - Saint Julien,B
55.0,16,1986,Talbot - Saint Julien,B
55.0,17,1986,Talbot - Saint Julien,B
55.0,18,1985,Talbot - Saint Julien,B
55.0,19,,,
55.0,20,,,
55.0,21,,,
55.0,22,1983,Talbot - Saint Julien,B
55.0,23,1983,Talbot - Saint Julien,B
55.0,24,1988,Talbot - Saint Julien,B
55.0,25,1989,La Mission Haut-Brion Pessac Leognan,B
,,,,
,,,,
,,Column 56,,
,,,,
,No,,,
56.0,1,,,
56.0,2,,,
56.0,3,,,
56.0,4,1995,Baron de Pichon Longueville - Pauillac-Medoc,B
56.0,5,1995,Baron de Pichon Longueville - Pauillac-Medoc,B
56.0,6,1995,Baron de Pichon Longueville - Pauillac-Medoc,B
56.0,7,1995,Baron de Pichon Longueville - Pauillac-Medoc,B
56.0,8,1995,Baron de Pichon Longueville - Pauillac-Medoc,B
56.0,9,1995,Baron de Pichon Longueville - Pauillac-Medoc,B
56.0,10,1995,Baron de Pichon Longueville - Pauillac-Medoc,B
56.0,11,1995,Baron de Pichon Longueville - Pauillac-Medoc,B
56.0,12,1995,Baron de Pichon Longueville - Pauillac-Medoc,B
56.0,13,1995,Baron de Pichon Longueville - Pauillac-Medoc,B
56.0,14,1995,Baron de Pichon Longueville - Pauillac-Medoc,B
,,,,
56.0,15,1982,Pichon Longueville Comtesse de Lalande - Pauillac,B
56.0,16,,,
56.0,17,1986,La Mission Haut-Brion Pessac Leognan,B
56.0,18,1986,La Mission Haut-Brion Pessac Leognan,B
56.0,19,1986,La Mission Haut-Brion Pessac Leognan,B
56.0,20,,,
56.0,21,,,B
56.0,22,1988,La Dominique - Saint Emilion,B
56.0,23,1988,La Dominique - Saint Emilion,B
56.0,24,1988,La Dominique - Saint Emilion,B
56.0,25,1988,La Dominique - Saint Emilion,B
,,,,
,,,,
,,Column 57,,
,,,,
,No,,,
57.0,1,,,
57.0,2,,,
57.0,3,1990,Pavie Macquin - Saint Emilion,B
57.0,4,1990,Pavie Macquin - Saint Emilion,B
57.0,5,1990,Pavie Macquin - Saint Emilion,B
57.0,6,1990,Pavie Macquin - Saint Emilion,B
57.0,7,1990,Pavie Macquin - Saint Emilion,B
57.0,8,,,
57.0,9,1990,Les Ormes de Pez - Saint Estephe,B
57.0,10,1990,Les Ormes de Pez - Saint Estephe,B
57.0,11,1990,Les Ormes de Pez - Saint Estephe,B
57.0,12,1990,Les Ormes de Pez - Saint Estephe,B
57.0,13,1986,Les Ormes de Pez - Saint Estephe,B
57.0,14,,,
,,,,
57.0,15,1994,Haut-Brion - Pessac-Leognan,B
57.0,16,1983,Margaux Premier Grand Cru,B
57.0,17,,,
57.0,18,1990,Canon la Gaffeliere - Saint Emilion,B
57.0,19,1990,Canon la Gaffeliere - Saint Emilion,B
57.0,20,1994,Pontet-Canet - Pauillac,B
57.0,21,1994,Pontet-Canet - Pauillac,B
57.0,22,1994,Pontet-Canet - Pauillac,B
57.0,23,1994,Pontet-Canet - Pauillac,B
57.0,24,1994,Pontet-Canet - Pauillac,B
57.0,25,,,
,,,,
,,,,
,,Column 58,,
,,,,
,No,,,
58.0,1,,,
58.0,2,1988,Rausan-Segla - Margaux,B
58.0,3,1988,Rausan-Segla - Margaux,B
58.0,4,1988,Rausan-Segla - Margaux,B
58.0,5,1988,Rausan-Segla - Margaux,B
58.0,6,1988,Rausan-Segla - Margaux,B
58.0,7,1988,Rausan-Segla - Margaux,B
58.0,8,1988,Rausan-Segla - Margaux,B
58.0,9,1988,Rausan-Segla - Margaux,B
58.0,10,1988,Rausan-Segla - Margaux,B
58.0,11,,,
58.0,12,,,
58.0,13,1988,Rausan-Segla - Margaux,B
58.0,14,,,
,,,,
58.0,15,1985,Haut Brion - Graves,B
58.0,16,1985,Haut Brion - Graves,B
58.0,17,1985,Haut Brion - Graves,B
58.0,18,1979,Haut Brion - Graves,B
58.0,19,1988,Haut Brion - Graves,B
58.0,20,1988,Haut Brion - Graves,B
58.0,21,,,
58.0,22,1986,Montrose - Saint Estephe,B
58.0,23,1986,Montrose - Saint Estephe,B
58.0,24,1986,Montrose - Saint Estephe,B
58.0,25,,,
,,,,
,,,,
,,Column 59,,
,,,,
,No,,,
59.0,1,,,
59.0,2,,,
59.0,3,,,
59.0,4,,,
59.0,5,,,
59.0,6,,,
59.0,7,1988,Duhart Milon Rothschild - Pauillac,B
59.0,8,1988,Duhart Milon Rothschild - Pauillac,B
59.0,9,1988,Duhart Milon Rothschild - Pauillac,B
59.0,10,1988,Duhart Milon Rothschild - Pauillac,B
59.0,11,,,
59.0,12,1990,Rausan-Segal - Margaux,B
59.0,13,1990,Rausan-Segal - Margaux,B
59.0,14,1990,Rausan-Segal - Margaux,B
,,,,
59.0,15,1983,Palmer - Margaux-Medoc,B
59.0,16,1983,Palmer - Margaux-Medoc,B
59.0,17,1983,Palmer - Margaux-Medoc,B
59.0,18,1990,Pavie Decesse - Saint Emilion,B
59.0,19,1990,Pavie Decesse - Saint Emilion,B
59.0,20,1990,Pavie Decesse - Saint Emilion,B
59.0,21,,,
59.0,22,,,
59.0,23,,,
59.0,24,,,
59.0,25,,,
,,,,
,,,,
,,Column 60,,
,,,,
,No,,,
60.0,1,,,
60.0,2,,,
60.0,3,,,
60.0,4,,,
60.0,5,,,
60.0,6,,,
60.0,7,,,
60.0,8,1988,Pichon Longueville Comtesse de Lalande - Pauillac,B
60.0,9,1988,Pichon Longueville Comtesse de Lalande - Pauillac,B
60.0,10,1986,Pichon Longueville Comtesse de Lalande - Pauillac,B
60.0,11,1986,Pichon Longueville Comtesse de Lalande - Pauillac,B
60.0,12,1986,Pichon Longueville Comtesse de Lalande - Pauillac,B
60.0,13,,,
60.0,14,1988,Pape Clement - Pessac-Leognan,B
,,,,
60.0,15,1988,Pape Clement - Pessac-Leognan,B
60.0,16,,,
60.0,17,1988,Pape Clement - Pessac-Leognan,B
60.0,18,1988,Pape Clement - Pessac-Leognan,B
60.0,19,1988,Pape Clement - Pessac-Leognan,B
60.0,20,1988,Pape Clement - Pessac-Leognan,B
60.0,21,1988,Pape Clement - Pessac-Leognan,B
60.0,22,1988,Pape Clement - Pessac-Leognan,B
60.0,23,1986,Vieux Chateau Certan - Pomerol,B
60.0,24,1986,Vieux Chateau Certan - Pomerol,B
60.0,25,,,
,,,,
,,,,
,,Column 61,,
,,,,
,No,,,
61.0,1,,,
61.0,2,,,
61.0,3,,,
61.0,4,1995,Calon Segur - Saint Estephe,B
61.0,5,1995,Calon Segur - Saint Estephe,B
61.0,6,1995,Calon Segur - Saint Estephe,B
61.0,7,1995,Calon Segur - Saint Estephe,B
61.0,8,1995,Calon Segur - Saint Estephe,B
61.0,9,1995,Calon Segur - Saint Estephe,B
61.0,10,,,
61.0,11,1995,Calon Segur - Saint Estephe,B
61.0,12,1995,Calon Segur - Saint Estephe,B
61.0,13,1995,Calon Segur - Saint Estephe,B
61.0,14,1995,Calon Segur - Saint Estephe,B
,,,,
61.0,15,1985,Mouton Rothschild - Pauillac,B
61.0,16,1985,Mouton Rothschild - Pauillac,B
61.0,17,1990,Pape Clement - Pessac-Leognan,B
61.0,18,,,
61.0,19,1990,Pape Clement - Pessac-Leognan,B
61.0,20,1990,Pape Clement - Pessac-Leognan,B
61.0,21,1990,Pape Clement - Pessac-Leognan,B
61.0,22,,,
61.0,23,,,
61.0,24,,,
61.0,25,,,
,,,,
,,,,
,,Column 62,,
,,,,
,No,,,
62.0,1,,,
62.0,2,2002,Pichon Longueville Comtesse de Lalande - Pauillac,B
62.0,3,1998,Clos de L'oratoire - Saint Emilion,B
62.0,4,1998,Clos de L'oratoire - Saint Emilion,B
62.0,5,1998,Clos de L'oratoire - Saint Emilion,B
62.0,6,1998,Clos de L'oratoire - Saint Emilion,B
62.0,7,1998,Clos de L'oratoire - Saint Emilion,B
62.0,8,1998,Clos de L'oratoire - Saint Emilion,B
62.0,9,1998,Clos de L'oratoire - Saint Emilion,B
62.0,10,1998,Clos de L'oratoire - Saint Emilion,B
62.0,11,1998,Clos de L'oratoire - Saint Emilion,B
62.0,12,1998,Clos de L'oratoire - Saint Emilion,B
62.0,13,1998,Clos de L'oratoire - Saint Emilion,B
62.0,14,,,
,,,,
62.0,15,1990,La Dame de Montrose - Saint Estephe,B
62.0,16,,,
62.0,17,1990,La Dame de Montrose - Saint Estephe,B
62.0,18,1990,La Dame de Montrose - Saint Estephe,B
62.0,19,1990,La Dame de Montrose - Saint Estephe,B
62.0,20,1990,La Dame de Montrose - Saint Estephe,B
62.0,21,1990,La Dame de Montrose - Saint Estephe,B
62.0,22,1990,La Dame de Montrose - Saint Estephe,B
62.0,23,1990,La Dame de Montrose - Saint Estephe,B
62.0,24,1990,La Dame de Montrose - Saint Estephe,B
62.0,25,1990,La Dame de Montrose - Saint Estephe,B
,,,,
,,,,
,,Column 63,,
,,,,
,No,,,
63.0,1,2002,Pichon Longueville Comtesse de Lalande - Pauillac,B
63.0,2,2002,Pichon Longueville Comtesse de Lalande - Pauillac,B
63.0,3,2002,Pichon Longueville Comtesse de Lalande - Pauillac,B
63.0,4,2002,Pichon Longueville Comtesse de Lalande - Pauillac,B
63.0,5,2002,Pichon Longueville Comtesse de Lalande - Pauillac,B
63.0,6,2002,Pichon Longueville Comtesse de Lalande - Pauillac,B
63.0,7,2002,Pichon Longueville Comtesse de Lalande - Pauillac,B
63.0,8,2002,Pichon Longueville Comtesse de Lalande - Pauillac,B
63.0,9,2002,Pichon Longueville Comtesse de Lalande - Pauillac,B
63.0,10,2002,Pichon Longueville Comtesse de Lalande - Pauillac,B
63.0,11,,,
63.0,12,2002,Pichon Longueville Comtesse de Lalande - Pauillac,B
63.0,13,2002,Pichon Longueville Comtesse de Lalande - Pauillac,B
63.0,14,2002,Pichon Longueville Comtesse de Lalande - Pauillac,B
,,,,
63.0,15,1989,Montrose - Saint Estephe,B
63.0,16,1989,Montrose - Saint Estephe,B
63.0,17,2003,Chassagne-Montrachet Fontaine-Gagnard,RB
63.0,18,2015,"Guillon & Fils ""Les Graviers"" - Bourgogne",RB
63.0,19,1996,"Chassagne-Montrachet, Borgeot - clos St. Jean",RB
63.0,20,1989,Montrose - Saint Estephe,B
63.0,21,1989,Montrose - Saint Estephe,B
63.0,22,1989,Montrose - Saint Estephe,B
63.0,23,2012,Gevrey-Chambertin Guillon & Fils - Les Champeaux,RB
63.0,24,2005,Aloxe-Corton Maillard & Fils - Bourgogne ,RB
63.0,25,,,
,,,,
,,,,
,,Column 64,,
,,,,
,No,,,
64.0,1,,,
64.0,2,,,
64.0,3,2017,En Numeros Vermells Garnatxa Blanca del Carlos,Priorat DOQ
64.0,4,2016,En Numeros Vermells Garnatxa Blanca del Carlos (signed),Priorat DOQ
64.0,5,2016,En Numeros Vermells Garnatxa Blanca del Carlos (signed),Priorat DOQ
64.0,6,2014,En Numeros Vermells Garnatxa Blanca del Carlos (signed),Priorat DOQ
64.0,7,2014,En Numeros Vermells Garnatxa Blanca del Carlos (signed),Priorat DOQ
64.0,8,2014,En Numeros Vermells Garnatxa Blanca del Carlos (signed),Priorat DOQ
64.0,9,2016,En Numeros Vermells Garnatxa Blanca del Carlos (signed),Priorat DOQ
64.0,10,2004,Odysseus Vinedos de Ithaca (signed),Priorat DOQ
64.0,11,2004,Odysseus Vinedos de Ithaca (signed),Priorat DOQ
64.0,12,2003,Odysseus Vinedos de Ithaca (signed),Priorat DOQ
64.0,13,2007,Akyles Vinedos de Ithaca (signed),Priorat DOQ
64.0,14,,,
,,,,
64.0,15,2006,Odysseus Maset del Ros Ithaca (signed),Priorat DOQ
64.0,16,2000,Puligny-Montrachet Larue - Bourgogne ,WB
64.0,17,2000,Puligny-Montrachet Larue - Bourgogne ,WB
64.0,18,2009,"Larue, Saint Aubin Murgers des dent de Chien",WB
64.0,19,2015,"Guillon & Fils ""Les Graviers"" Bourgogne",RB
64.0,20,2015,"Guillon & Fils ""Les Graviers"" Bourgogne",RB
64.0,21,2015,"Guillon & Fils ""Les Graviers"" Bourgogne",RB
64.0,22,2015,"Guillon & Fils ""Les Graviers"" Bourgogne",RB
64.0,23,2012,Guillon & Fils Gevrey-Chambertin,RB
64.0,24,2012,Guillon & Fils Gevrey-Chambertin,RB
64.0,25,2012,Guillon & Fils Gevrey-Chambertin,RB
,,,,
,,,,
,,Column 65,,
,,,,
,No,,,
65.0,1,,,
65.0,2,2017,En Numeros Vermells Pedro Ximenez Red ,Priorat DOQ
65.0,3,2017,En Numeros Vermells Pedro Ximenez Red ,Priorat DOQ
65.0,4,2017,En Numeros Vermells Pedro Ximenez Red ,Priorat DOQ
65.0,5,2017,En Numeros Vermells Garnatxa Blanco,Priorat DOQ
65.0,6,2017,En Numeros Vermells Garnatxa Blanco,Priorat DOQ
65.0,7,2017,En Numeros Vermells Garnatxa Blanco,Priorat DOQ
65.0,8,2017,En Numeros Vermells Garnatxa Blanco,Priorat DOQ
65.0,9,2017,En Numeros Vermells Garnatxa Blanco,Priorat DOQ
65.0,10,2016,Patricia Green Reserve,Pinot Noir
65.0,11,2016,Patricia Green Reserve,Pinot Noir
65.0,12,2016,Patricia Green Reserve,Pinot Noir
65.0,13,2016,Patricia Green Reserve,Pinot Noir
65.0,14,2016,Patricia Green Reserve,Pinot Noir
,,,,
65.0,15,2013,Patricia Green Estate Old Vine,Pinot Noir
65.0,16,2013,Patricia Green Estate Old Vine,Pinot Noir
65.0,17,2013,Patricia Green Estate Old Vine,Pinot Noir
65.0,18,2013,Patricia Green Estate Old Vine,Pinot Noir
65.0,19,2013,Patricia Green Estate Old Vine,Pinot Noir
65.0,20,2016,Patricia Green Reserve,Pinot Noir
65.0,21,2004,d'Eole Confidence vin de pays des Bouches - Rhone,BL WB
65.0,22,2004,d'Eole Confidence vin de pays des Bouches - Rhone,BL WB
65.0,23,2006,"Saint Aubin, Larue, Les Combes",WB
65.0,24,2006,"Saint Aubin, Larue, Les Combes",WB
65.0,25,1988,Pignan Chateauneuf du Pape Reserve,RB
,,,,
,,,,
,,Column 66,,
,,,,
,No,,,
66.0,1,,,
66.0,2,,,
66.0,3,2012,En Numeros Vermells Garnatxa Blanco,Priorat DOQ
66.0,4,2017,En Numeros Vermells Pedro Ximenez Red ,Priorat DOQ
66.0,5,2017,En Numeros Vermells Pedro Ximenez Red ,Priorat DOQ
66.0,6,2017,En Numeros Vermells Pedro Ximenez Red ,Priorat DOQ
66.0,7,2001,R. Lopez de Heredia Vina Todonia Reserva,Rioja
66.0,8,2003,R. Lopez de Heredia Vina Bosconia Reserva,Rioja
66.0,9,2012,Guillon & Fils Bourgogne Chardonnay,WB
66.0,10,2012,Guillon & Fils Bourgogne Chardonnay,WB
66.0,11,2011,Guillon & Fils Marsannay Clos de Portes,RB
66.0,12,2011,Guillon & Fils Marsannay Clos de Portes,RB
66.0,13,2011,Guillon & Fils Marsannay Clos de Portes,RB
66.0,14,2011,Guillon & Fils Marsannay Clos de Portes,RB
,,,,
66.0,15,1997,Brunello di Montalcino Fattoria la Lecciaia,DOCG Red
66.0,16,,,
66.0,17,2015,Altesino Brunello di Montelcino,DOCG Red
66.0,18,2015,Altesino Brunello di Montelcino,DOCG Red
66.0,19,,,
66.0,20,2012,Achille Boroli Barolo ,DOCG Red
66.0,21,2012,Achille Boroli Barolo ,DOCG Red
66.0,22,,,
66.0,23,2015,Barbaresco Luigi Giordane Asili,DDOCG Red
66.0,24,2015,Barbaresco Luigi Giordane Asili,DDOCG Red
66.0,25,2012,Barbaresco Luigi Giordane Asili,DDOCG Red
